epoch,train_loss,val_loss,train_r,val_r
1,0.894908,0.894234,0.032418,0.030964
2,0.852839,0.836050,0.080535,0.100985
3,0.821976,0.822046,0.119154,0.119142
4,0.795776,0.806803,0.154370,0.138914
5,0.778244,0.781833,0.177817,0.171551
6,0.761242,0.777458,0.200839,0.176895
7,0.750525,0.768046,0.215614,0.190509
8,0.726978,0.751806,0.247960,0.211747
9,0.712122,0.734622,0.268409,0.236150
10,0.706869,0.745425,0.276156,0.220223
11,0.693531,0.721014,0.294512,0.253489
12,0.680410,0.711307,0.312887,0.267915
13,0.680442,0.692056,0.312730,0.295339
14,0.670436,0.688852,0.326423,0.299276
15,0.647113,0.678458,0.359136,0.313505
16,0.642920,0.671810,0.365156,0.323173
17,0.630989,0.660295,0.382250,0.339497
18,0.627126,0.651616,0.387154,0.351244
19,0.615166,0.646027,0.403576,0.359521
20,0.603455,0.640068,0.420096,0.367641
21,0.596512,0.619026,0.429543,0.396773
22,0.590854,0.604645,0.437602,0.417348
23,0.577054,0.604942,0.456487,0.416504
24,0.572835,0.587821,0.462155,0.440020
25,0.568215,0.589468,0.468236,0.437433
26,0.552604,0.569671,0.490235,0.465126
27,0.549321,0.579852,0.494463,0.451239
28,0.549836,0.573992,0.493321,0.458221
29,0.543397,0.572745,0.501877,0.460258
30,0.542078,0.567748,0.503561,0.465998
31,0.523942,0.539801,0.528465,0.505653
32,0.511788,0.539607,0.544992,0.505540
33,0.502132,0.532049,0.558196,0.515937
34,0.497395,0.532297,0.564387,0.515281
35,0.498036,0.521800,0.562751,0.528566
36,0.479725,0.509383,0.587791,0.546124
37,0.475140,0.491654,0.593361,0.569848
38,0.467168,0.498220,0.604616,0.560508
39,0.465685,0.483081,0.605578,0.581007
40,0.460693,0.479790,0.612273,0.584024
41,0.449163,0.485055,0.627262,0.575968
42,0.443275,0.474459,0.634091,0.590423
43,0.438395,0.458296,0.639796,0.612785
44,0.431901,0.442001,0.648623,0.633427
45,0.417359,0.446419,0.667106,0.626484
46,0.411219,0.441598,0.674325,0.632226
47,0.408911,0.425246,0.677086,0.655165
48,0.398803,0.417306,0.689323,0.664710
49,0.389339,0.432904,0.701764,0.643014
50,0.389125,0.413971,0.700415,0.666848
51,0.378039,0.406010,0.713618,0.675502
52,0.374671,0.408795,0.716648,0.670044
53,0.372558,0.397463,0.718283,0.683873
54,0.359228,0.385625,0.733943,0.699839
55,0.354912,0.381555,0.737988,0.702071
56,0.347907,0.374634,0.744515,0.710025
57,0.337064,0.361184,0.756854,0.724678
58,0.330865,0.363433,0.762437,0.719080
59,0.333837,0.348759,0.756389,0.735802
60,0.320378,0.348809,0.771390,0.734724
61,0.312491,0.346597,0.778345,0.734144
62,0.315656,0.333404,0.771495,0.752212
63,0.309221,0.341180,0.776789,0.737415
64,0.299192,0.320703,0.786319,0.762108
65,0.288957,0.317642,0.794776,0.763389
66,0.282196,0.322104,0.799003,0.749496
67,0.278275,0.302508,0.799701,0.769605
68,0.270009,0.303101,0.805827,0.771480
69,0.270325,0.286559,0.804651,0.784403
70,0.256870,0.284119,0.815912,0.787605
71,0.251581,0.276593,0.820400,0.791505
72,0.245395,0.272126,0.824094,0.797101
73,0.239179,0.264007,0.829882,0.804278
74,0.236235,0.269672,0.831866,0.798468
75,0.232128,0.254942,0.836285,0.813333
76,0.226709,0.259172,0.841066,0.806771
77,0.222349,0.248931,0.844389,0.817926
78,0.216133,0.241809,0.850528,0.822591
79,0.216304,0.242779,0.849480,0.821700
80,0.211908,0.236271,0.853477,0.828448
81,0.206563,0.227009,0.857753,0.837796
82,0.197409,0.227692,0.866684,0.835154
83,0.197589,0.227023,0.864868,0.835517
84,0.196213,0.212133,0.866642,0.850708
85,0.195592,0.209525,0.867583,0.853529
86,0.190997,0.209639,0.871206,0.854715
87,0.181566,0.201694,0.880858,0.860563
88,0.184681,0.209885,0.877504,0.851822
89,0.180780,0.217869,0.880639,0.844550
90,0.179768,0.204766,0.882171,0.856960
91,0.170837,0.201938,0.888936,0.857130
92,0.166408,0.191041,0.894009,0.866884
93,0.163937,0.193255,0.895151,0.866624
94,0.164771,0.176948,0.894416,0.880946
95,0.161584,0.185427,0.897931,0.873437
96,0.165514,0.173909,0.893837,0.882726
97,0.155940,0.176044,0.902419,0.881005
98,0.150653,0.166599,0.907329,0.888955
99,0.148613,0.164840,0.907673,0.891409
100,0.149615,0.178298,0.908141,0.879306
