epoch,train_loss,val_loss,train_r,val_r
1,0.902872,0.874210,0.019354,0.056244
2,0.847376,0.856530,0.085598,0.072004
3,0.813223,0.828263,0.130510,0.111581
4,0.792992,0.809962,0.157895,0.134266
5,0.773151,0.784585,0.184605,0.169479
6,0.753380,0.781329,0.211971,0.173152
7,0.737091,0.757012,0.234115,0.206884
8,0.719523,0.769974,0.258884,0.188163
9,0.707622,0.736343,0.274840,0.235513
10,0.702111,0.728858,0.282849,0.245489
11,0.679233,0.724747,0.314582,0.251054
12,0.678861,0.709167,0.315269,0.272072
13,0.666047,0.700293,0.333079,0.284789
14,0.662957,0.701029,0.337515,0.284005
15,0.644511,0.674737,0.362967,0.320479
16,0.638428,0.666485,0.371285,0.331492
17,0.628619,0.674540,0.385207,0.320740
18,0.633338,0.661335,0.378576,0.338718
19,0.610145,0.648169,0.410710,0.356921
20,0.607139,0.642397,0.414928,0.364363
21,0.598784,0.641923,0.426463,0.365671
22,0.591657,0.631486,0.436073,0.380461
23,0.585207,0.608700,0.444988,0.411181
24,0.582531,0.610485,0.448889,0.408692
25,0.574419,0.607531,0.459728,0.412560
26,0.560321,0.592666,0.479694,0.433204
27,0.559177,0.589851,0.480490,0.437204
28,0.547071,0.564820,0.497117,0.471890
29,0.540291,0.577710,0.506561,0.453600
30,0.536482,0.568828,0.511081,0.465148
31,0.530022,0.553881,0.519637,0.484744
32,0.524995,0.551351,0.527068,0.489606
33,0.509207,0.532759,0.548612,0.515325
34,0.503668,0.530944,0.555790,0.516788
35,0.501631,0.525642,0.557898,0.523807
36,0.491900,0.517452,0.570872,0.535068
37,0.485318,0.502188,0.579481,0.555643
38,0.484019,0.493475,0.580830,0.567011
39,0.480709,0.491547,0.585536,0.569416
40,0.473975,0.483536,0.594323,0.580202
41,0.465559,0.487484,0.605593,0.572712
42,0.460307,0.478224,0.611616,0.586457
43,0.447859,0.468543,0.628442,0.599455
44,0.440315,0.458167,0.638108,0.612570
45,0.445278,0.453793,0.630320,0.617670
46,0.432688,0.449426,0.646899,0.622430
47,0.426157,0.432791,0.655808,0.644638
48,0.413862,0.445920,0.671562,0.626601
49,0.412770,0.441283,0.672263,0.629775
50,0.405036,0.422582,0.680791,0.656422
51,0.398061,0.416962,0.689596,0.661904
52,0.395360,0.423189,0.692100,0.653745
53,0.387781,0.409370,0.701251,0.671976
54,0.380180,0.403205,0.710943,0.677916
55,0.373707,0.390947,0.717972,0.693247
56,0.370321,0.379162,0.721042,0.709263
57,0.355668,0.378877,0.738845,0.706121
58,0.350745,0.377609,0.742452,0.707407
59,0.350704,0.368504,0.741487,0.715186
60,0.339168,0.356798,0.753630,0.730598
61,0.336875,0.363088,0.755394,0.717776
62,0.330960,0.354192,0.760237,0.729881
63,0.328435,0.351586,0.761019,0.731142
64,0.318135,0.338772,0.771004,0.743143
65,0.309044,0.323552,0.780012,0.760700
66,0.300650,0.324574,0.787488,0.755690
67,0.298162,0.316495,0.788044,0.763154
68,0.292266,0.317276,0.792375,0.759134
69,0.283777,0.323508,0.799066,0.748535
70,0.279936,0.310916,0.800820,0.760673
71,0.272915,0.294863,0.805479,0.779388
72,0.266599,0.304164,0.809567,0.765145
73,0.259544,0.299628,0.815618,0.768835
74,0.253186,0.275758,0.820293,0.795549
75,0.251870,0.287964,0.820090,0.778809
76,0.249520,0.263090,0.821640,0.803122
77,0.234662,0.261348,0.834788,0.804336
78,0.229072,0.266267,0.839832,0.801204
79,0.229037,0.249248,0.839419,0.816475
80,0.222370,0.249192,0.846069,0.815342
81,0.214665,0.243909,0.851214,0.821515
82,0.210710,0.236100,0.854575,0.826243
83,0.208055,0.236548,0.856953,0.825559
84,0.205107,0.225131,0.859891,0.837466
85,0.197980,0.220228,0.866661,0.842247
86,0.201454,0.229354,0.862296,0.834753
87,0.200098,0.232741,0.864964,0.829665
88,0.198915,0.233454,0.866184,0.827518
89,0.188100,0.211796,0.875781,0.849752
90,0.181819,0.219449,0.880842,0.840882
91,0.185125,0.218575,0.878079,0.842971
92,0.182865,0.205407,0.880483,0.853564
93,0.171437,0.206604,0.889293,0.851348
94,0.176667,0.202946,0.884920,0.856576
95,0.166918,0.192147,0.894224,0.865843
96,0.169817,0.200908,0.890493,0.856922
97,0.167197,0.203065,0.894440,0.857377
98,0.167178,0.193772,0.893090,0.866610
99,0.160670,0.177837,0.898524,0.879481
100,0.157278,0.184831,0.902419,0.874752
101,0.153728,0.174356,0.905770,0.881386
102,0.153046,0.175129,0.905062,0.879650
103,0.147578,0.172525,0.911017,0.883551
104,0.147203,0.177610,0.910905,0.878745
105,0.148566,0.178912,0.908475,0.877278
106,0.146880,0.165950,0.909950,0.888233
107,0.140418,0.171049,0.916044,0.884376
108,0.139690,0.164525,0.916838,0.890299
109,0.139547,0.161667,0.918155,0.893600
110,0.135635,0.169667,0.920373,0.883825
