epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.640752,0.501896,0.623146,0.771892,0.00008012
2,0.475653,0.392974,0.792954,0.818378,0.00009978
3,0.404820,0.314768,0.839462,0.861622,0.00009880
4,0.362025,0.339206,0.868665,0.838919,0.00009705
5,0.316931,0.255856,0.894159,0.896216,0.00009458
6,0.297452,0.261556,0.909147,0.901622,0.00009140
7,0.277003,0.201258,0.924444,0.924324,0.00008760
8,0.259242,0.195670,0.934023,0.918919,0.00008322
9,0.250849,0.175590,0.939431,0.931892,0.00007835
10,0.238634,0.174414,0.944530,0.928649,0.00007308
11,0.230627,0.187590,0.951792,0.937297,0.00006748
12,0.224631,0.166568,0.955655,0.949189,0.00006167
13,0.212180,0.146946,0.964153,0.954595,0.00005574
14,0.209286,0.170915,0.963844,0.928649,0.00004980
15,0.202238,0.137015,0.967862,0.960000,0.00004395
16,0.200575,0.134036,0.968171,0.953514,0.00003830
17,0.193242,0.180740,0.974042,0.914595,0.00003293
18,0.190059,0.138292,0.974042,0.948108,0.00002795
19,0.185828,0.137749,0.977441,0.953514,0.00002344
20,0.183244,0.134389,0.980377,0.956757,0.00001949
21,0.181752,0.132582,0.978214,0.954595,0.00001615
22,0.177854,0.126078,0.980532,0.957838,0.00001350
23,0.176935,0.126054,0.983158,0.958919,0.00001157
24,0.175943,0.126939,0.983158,0.955676,0.00001039
25,0.175978,0.126648,0.983004,0.961081,0.00001000
