epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.655608,0.497075,0.610476,0.782703,0.00006678
2,0.393641,0.227144,0.853214,0.924324,0.00009993
3,0.272106,0.198762,0.929388,0.924324,0.00009939
4,0.235976,0.120523,0.942213,0.962162,0.00009830
5,0.208828,0.106884,0.962454,0.972973,0.00009669
6,0.196428,0.097845,0.972960,0.978378,0.00009458
7,0.188254,0.089307,0.974197,0.977297,0.00009198
8,0.177607,0.084065,0.982077,0.978378,0.00008893
9,0.176177,0.090303,0.982695,0.979459,0.00008548
10,0.171617,0.078386,0.983313,0.981622,0.00008165
11,0.164542,0.079894,0.987794,0.983784,0.00007750
12,0.159948,0.072304,0.991193,0.983784,0.00007307
13,0.158256,0.079604,0.991502,0.981622,0.00006843
14,0.156263,0.068556,0.992120,0.983784,0.00006363
15,0.152718,0.075007,0.993820,0.981622,0.00005871
16,0.150999,0.064498,0.993974,0.987027,0.00005376
17,0.148666,0.066471,0.994747,0.991351,0.00004882
18,0.149003,0.063539,0.995056,0.990270,0.00004395
19,0.146956,0.063163,0.995056,0.988108,0.00003922
20,0.144936,0.062758,0.996292,0.990270,0.00003468
21,0.144481,0.064188,0.995983,0.989189,0.00003039
22,0.142653,0.065014,0.997219,0.992432,0.00002639
23,0.142272,0.063725,0.996446,0.989189,0.00002274
24,0.141318,0.063460,0.997373,0.991351,0.00001949
25,0.140423,0.062560,0.997064,0.991351,0.00001666
26,0.139838,0.067626,0.997682,0.989189,0.00001430
27,0.139691,0.060823,0.996755,0.992432,0.00001244
28,0.138466,0.060522,0.997837,0.990270,0.00001109
29,0.138462,0.061527,0.997219,0.990270,0.00001027
30,0.137996,0.061998,0.997837,0.990270,0.00001000
