epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.667402,0.633607,0.572002,0.632432,0.00008012
2,0.552814,0.428275,0.723888,0.808649,0.00009978
3,0.412596,0.319105,0.835445,0.851892,0.00009880
4,0.356877,0.283334,0.872528,0.882162,0.00009705
5,0.329840,0.257994,0.891842,0.895135,0.00009458
6,0.303292,0.267699,0.909611,0.896216,0.00009140
7,0.280346,0.219783,0.924753,0.908108,0.00008760
8,0.263892,0.193890,0.930779,0.924324,0.00008322
9,0.254786,0.205636,0.934951,0.916757,0.00007835
10,0.241319,0.176342,0.945457,0.934054,0.00007308
11,0.230837,0.170552,0.955346,0.935135,0.00006748
12,0.223274,0.156130,0.960290,0.936216,0.00006167
13,0.217089,0.141953,0.959672,0.948108,0.00005574
14,0.209112,0.147032,0.963535,0.940541,0.00004980
15,0.202364,0.153379,0.968789,0.943784,0.00004395
16,0.197134,0.129299,0.970179,0.943784,0.00003830
17,0.193647,0.155139,0.971415,0.945946,0.00003293
18,0.191478,0.137318,0.972497,0.954595,0.00002795
19,0.185855,0.136459,0.975896,0.947027,0.00002344
20,0.183956,0.130850,0.978986,0.952432,0.00001949
21,0.179407,0.132317,0.981613,0.950270,0.00001615
22,0.177803,0.131845,0.982077,0.952432,0.00001350
23,0.176921,0.137509,0.981613,0.955676,0.00001157
24,0.175423,0.128583,0.981922,0.953514,0.00001039
25,0.174329,0.131725,0.983467,0.950270,0.00001000
