1,1,0.8648198217128693
1,2,0.005565910332147234
1,3,0.00318243743671575
1,4,0.01886228259786454
1,5,-8.655363714028836e-05
1,6,-0.014445861389827888
1,7,0.003265480118632018
1,8,0.010044622057124513
1,9,0.012931346069956143
1,10,0.013122808831348531
1,11,0.008549511556927614
1,12,0.01030720781854931
1,13,0.014082053435455271
1,14,-0.011425069336770871
1,15,0.007266719641476198
1,16,-0.002474773360813989
1,17,0.0128554967593237
1,18,0.0015781472582335867
2,1,0.005440789333127557
2,2,0.875871369051277
2,3,0.01738209208105384
2,4,-0.006621330855313294
2,5,0.004133668735163524
2,6,0.0009694942261548316
2,7,-0.002903367738760666
2,8,-0.008597493370539751
2,9,-0.011771085046020471
2,10,-0.005244841716804536
2,11,0.003203539250498549
2,12,0.01063385628803856
2,13,0.0031754932800514483
2,14,0.0038946625823970634
2,15,-0.00632527263895659
2,16,0.014869982594184521
2,17,-0.017629460973029736
2,18,-0.010151056258988142
3,1,0.003040601602686356
3,2,0.008667156053668166
3,3,0.8804661362642443
3,4,0.01541523288957172
3,5,-0.00608825676758355
3,6,0.001530992468388703
3,7,-0.00010685963840460757
3,8,-0.0062039496440803935
3,9,0.004609146689043829
3,10,0.02216669527489111
3,11,-0.006306870228411308
3,12,-0.0013587109750762792
3,13,0.012140456173845487
3,14,-0.011838023817233487
3,15,0.016796472509181107
3,16,0.00935919327137866
3,17,-0.000189069842607454
3,18,0.007567173712424704
4,1,-0.008916408348353961
4,2,0.0034803920600243268
4,3,0.008983264419345731
4,4,0.8736781252235846
4,5,-0.007763230062405997
4,6,-0.013164927789924341
4,7,0.018114533847053416
4,8,-0.0014052519930512633
4,9,0.008286788087148682
4,10,0.003747527392035827
4,11,-0.008085606506310274
4,12,-0.006592913834475994
4,13,-0.00039764577981156045
4,14,-0.011186675489371373
4,15,0.01338321977668598
4,16,-0.009840406752420625
4,17,0.016342054937559927
4,18,-0.003313585168979534
5,1,8.463678730836602e-05
5,2,0.015861378163969247
5,3,0.006172446793471902
5,4,0.01296274523072883
5,5,0.8865146731415622
5,6,-0.008765362821413736
5,7,-0.00544667035011921
5,8,0.00788460987572674
5,9,-0.0016964368236323413
5,10,0.0023754140062318234
5,11,-0.0073752435121539235
5,12,-0.01365633111282425
5,13,0.003047710397996139
5,14,0.002143355613858676
5,15,0.006589408756526586
5,16,-0.014003253913949786
5,17,-0.0030520238318993984
5,18,-0.016924148014171036
6,1,-0.0036632593152570764
