epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.664837,0.645951,0.636476,0.652221,0.00006015
2,0.654658,0.649077,0.636321,0.652221,0.00012015
3,0.653104,0.642525,0.636011,0.652221,0.00018015
4,0.651023,0.641429,0.636476,0.654388,0.00024015
5,0.647489,0.643103,0.638182,0.654388,0.00030000
6,0.642955,0.641838,0.644076,0.653304,0.00029993
7,0.635221,0.633716,0.649349,0.651138,0.00029970
8,0.618513,0.640475,0.660670,0.650054,0.00029934
9,0.589287,0.679684,0.691998,0.605634,0.00029882
10,0.552090,0.733920,0.726892,0.602384,0.00029816
11,0.504352,0.754615,0.759460,0.599133,0.00029735
12,0.442898,0.663326,0.797612,0.653304,0.00029640
13,0.385902,0.716866,0.830645,0.690141,0.00029530
14,0.326725,0.906021,0.862593,0.657638,0.00029406
15,0.271318,0.955680,0.889888,0.695558,0.00029269
16,0.224955,1.114902,0.911756,0.694475,0.00029117
17,0.190418,1.095877,0.926954,0.712893,0.00028951
18,0.169742,1.322079,0.933468,0.693391,0.00028772
19,0.147979,1.426430,0.948511,0.708559,0.00028579
20,0.130999,1.427385,0.955180,0.718310,0.00028373
21,0.111792,1.735554,0.962779,0.696641,0.00028154
22,0.095413,1.987628,0.968983,0.694475,0.00027922
23,0.109471,1.995199,0.970689,0.694475,0.00027678
24,0.095076,2.430455,0.970068,0.724810,0.00027422
25,0.098612,3.195255,0.971774,0.641387,0.00027153
26,0.084365,2.573029,0.975186,0.700975,0.00026873
27,0.082404,2.362337,0.975031,0.717226,0.00026582
28,0.095068,2.494265,0.975496,0.702059,0.00026280
29,0.079003,2.469369,0.979684,0.698808,0.00025967
30,0.088532,2.593954,0.977978,0.716143,0.00025643
31,0.075450,2.695325,0.980304,0.720477,0.00025310
32,0.068687,2.753903,0.983406,0.704225,0.00024967
33,0.066576,2.836916,0.982475,0.713976,0.00024615
34,0.067456,2.479160,0.982010,0.729144,0.00024253
35,0.066493,2.787704,0.985112,0.720477,0.00023884
36,0.065055,3.182752,0.986197,0.682557,0.00023506
37,0.060877,2.675234,0.986507,0.717226,0.00023121
