epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.611940,0.583073,0.723635,0.724810,0.00006015
2,0.587089,0.581401,0.723945,0.724810,0.00012015
3,0.580327,0.581706,0.723170,0.725894,0.00018015
4,0.567845,0.571517,0.726892,0.734561,0.00024015
5,0.555243,0.555498,0.738679,0.746479,0.00030000
6,0.537458,0.539463,0.746588,0.746479,0.00029993
7,0.505834,0.558691,0.759305,0.724810,0.00029970
8,0.469439,0.573487,0.787376,0.757313,0.00029934
9,0.430522,0.523731,0.809398,0.767064,0.00029882
10,0.396737,0.523323,0.827233,0.765980,0.00029816
11,0.366072,0.499407,0.845999,0.780065,0.00029735
12,0.325266,0.545312,0.866625,0.762730,0.00029640
13,0.269695,0.614704,0.890199,0.778982,0.00029530
14,0.244697,0.622883,0.900589,0.775731,0.00029406
15,0.213934,0.787639,0.915323,0.726977,0.00029269
16,0.176821,0.850272,0.930986,0.775731,0.00029117
17,0.166530,0.891469,0.940136,0.760563,0.00028951
18,0.133741,0.889840,0.952543,0.773564,0.00028772
19,0.128176,1.012540,0.959522,0.789816,0.00028579
20,0.097177,1.301267,0.972084,0.775731,0.00028373
21,0.087937,1.458969,0.975341,0.790899,0.00028154
22,0.095236,1.478414,0.971929,0.784399,0.00027922
23,0.081463,1.846242,0.977202,0.789816,0.00027678
24,0.091338,1.514122,0.974256,0.782232,0.00027422
25,0.080750,1.769657,0.977357,0.767064,0.00027153
26,0.071635,1.523307,0.980924,0.798483,0.00026873
27,0.053694,2.233429,0.985577,0.787649,0.00026582
28,0.060645,2.017880,0.984336,0.794150,0.00026280
29,0.057591,2.314628,0.984026,0.757313,0.00025967
30,0.064503,2.107000,0.984026,0.794150,0.00025643
31,0.064050,2.047805,0.985887,0.795233,0.00025310
32,0.050664,2.005379,0.986663,0.778982,0.00024967
33,0.063974,2.167331,0.985887,0.802817,0.00024615
34,0.054150,2.306794,0.987128,0.790899,0.00024253
35,0.052480,2.163560,0.988368,0.803900,0.00023884
36,0.038193,2.429985,0.992556,0.791983,0.00023506
37,0.052315,2.156552,0.988058,0.787649,0.00023121
38,0.036519,2.034773,0.991935,0.789816,0.00022728
39,0.043931,2.387154,0.990540,0.780065,0.00022329
40,0.042466,1.873207,0.988524,0.800650,0.00021923
41,0.041305,2.056573,0.990385,0.797400,0.00021511
