epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.691495,0.691762,0.521092,0.528711,0.00006015
2,0.688814,0.691071,0.536290,0.549296,0.00012015
3,0.679902,0.678378,0.569789,0.577465,0.00018015
4,0.642264,0.617481,0.629963,0.651138,0.00024015
5,0.591341,0.623632,0.684243,0.644637,0.00030000
6,0.553476,0.598789,0.712004,0.682557,0.00029993
7,0.513034,0.601602,0.746898,0.672806,0.00029970
8,0.479623,0.603390,0.767060,0.663055,0.00029934
9,0.437876,0.567392,0.792184,0.708559,0.00029882
10,0.406080,0.672523,0.807537,0.676056,0.00029816
11,0.349766,0.726244,0.836073,0.703142,0.00029735
12,0.323609,0.695283,0.854839,0.719393,0.00029640
13,0.282402,0.705105,0.876861,0.731311,0.00029530
14,0.237139,0.780019,0.902140,0.719393,0.00029406
15,0.216570,0.834502,0.910670,0.719393,0.00029269
16,0.192604,1.203779,0.925403,0.723727,0.00029117
17,0.163907,1.093133,0.937190,0.749729,0.00028951
18,0.157430,1.201120,0.943393,0.748646,0.00028772
19,0.137133,1.780050,0.951768,0.720477,0.00028579
20,0.124227,1.518800,0.959677,0.730228,0.00028373
21,0.113624,1.620609,0.964175,0.720477,0.00028154
22,0.117129,1.627761,0.962624,0.741062,0.00027922
23,0.105487,1.589941,0.970223,0.748646,0.00027678
24,0.082308,2.188822,0.974566,0.739978,0.00027422
25,0.080317,2.370044,0.978598,0.750813,0.00027153
26,0.100808,2.382791,0.975186,0.746479,0.00026873
27,0.083783,2.293310,0.979994,0.725894,0.00026582
28,0.075853,2.552411,0.981079,0.739978,0.00026280
29,0.085861,2.501911,0.974566,0.758397,0.00025967
30,0.085373,2.237485,0.979529,0.751896,0.00025643
31,0.067672,2.703814,0.982940,0.757313,0.00025310
32,0.069032,3.121408,0.983716,0.722644,0.00024967
33,0.068845,2.709338,0.986818,0.757313,0.00024615
34,0.070601,2.846751,0.985267,0.745395,0.00024253
35,0.066051,2.358993,0.982940,0.744312,0.00023884
36,0.057475,2.563622,0.983716,0.746479,0.00023506
37,0.056013,2.710344,0.987283,0.744312,0.00023121
38,0.046691,2.976571,0.989454,0.737811,0.00022728
39,0.049768,3.343487,0.988834,0.742145,0.00022329
