epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.638595,0.609940,0.688120,0.702059,0.00006015
2,0.616604,0.603065,0.688275,0.702059,0.00012015
3,0.611299,0.599105,0.687965,0.700975,0.00018015
4,0.599195,0.615692,0.688275,0.702059,0.00024015
5,0.578301,0.575369,0.705025,0.721560,0.00030000
6,0.519573,0.523560,0.745813,0.747562,0.00029993
7,0.478795,0.547418,0.773418,0.732394,0.00029970
8,0.450880,0.495451,0.798232,0.758397,0.00029934
9,0.413827,0.482813,0.813431,0.785482,0.00029882
10,0.382282,0.523261,0.831886,0.741062,0.00029816
11,0.344573,0.497001,0.852202,0.769231,0.00029735
12,0.313811,0.599254,0.863989,0.716143,0.00029640
13,0.282208,0.467035,0.885546,0.812568,0.00029530
14,0.245794,0.734497,0.897488,0.746479,0.00029406
15,0.212753,0.637190,0.918579,0.788732,0.00029269
16,0.193902,0.655902,0.926334,0.799567,0.00029117
17,0.150436,0.841944,0.945720,0.816901,0.00028951
18,0.139912,1.010127,0.953474,0.793066,0.00028772
19,0.121043,1.002098,0.960453,0.793066,0.00028579
20,0.119597,0.984737,0.963400,0.809317,0.00028373
21,0.092212,1.373605,0.968983,0.798483,0.00028154
22,0.111184,1.313958,0.969603,0.796316,0.00027922
23,0.095058,1.193740,0.974721,0.823402,0.00027678
24,0.075595,1.309360,0.975962,0.820152,0.00027422
25,0.072195,2.310604,0.980149,0.737811,0.00027153
26,0.068872,1.587671,0.981390,0.816901,0.00026873
27,0.077777,1.516656,0.979839,0.833153,0.00026582
28,0.066775,1.716282,0.984336,0.817985,0.00026280
29,0.058464,1.670121,0.984801,0.810401,0.00025967
30,0.063864,1.834890,0.983251,0.796316,0.00025643
31,0.060581,1.798840,0.986973,0.809317,0.00025310
32,0.060874,1.733949,0.986197,0.830986,0.00024967
33,0.067071,1.943098,0.984646,0.807151,0.00024615
34,0.054002,1.819032,0.987903,0.827736,0.00024253
35,0.061249,1.691623,0.986042,0.821235,0.00023884
36,0.049788,2.470078,0.987903,0.774648,0.00023506
37,0.047741,1.821937,0.988213,0.838570,0.00023121
38,0.044172,2.017977,0.989919,0.834236,0.00022728
39,0.039178,2.065696,0.990850,0.816901,0.00022329
40,0.051852,1.874770,0.989609,0.826652,0.00021923
41,0.023519,2.182825,0.993797,0.834236,0.00021511
42,0.042869,2.018020,0.988058,0.830986,0.00021094
43,0.030707,2.466273,0.992711,0.836403,0.00020672
