epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.507150,0.457393,0.840416,0.839653,0.00006015
2,0.442033,0.439476,0.839795,0.839653,0.00012015
3,0.440400,0.446686,0.839950,0.839653,0.00018015
4,0.438038,0.445393,0.839950,0.839653,0.00024015
5,0.429447,0.428050,0.839795,0.839653,0.00030000
6,0.410033,0.387735,0.839020,0.839653,0.00029993
7,0.386270,0.370657,0.840726,0.834236,0.00029970
8,0.361120,0.397575,0.849721,0.800650,0.00029934
9,0.337797,0.356963,0.850496,0.825569,0.00029882
10,0.319386,0.373841,0.856700,0.846154,0.00029816
11,0.295428,0.367430,0.873604,0.837486,0.00029735
12,0.269266,0.449206,0.884460,0.834236,0.00029640
13,0.249016,0.390028,0.896712,0.843987,0.00029530
14,0.213812,0.368447,0.913617,0.840737,0.00029406
15,0.186206,0.394967,0.929746,0.832069,0.00029269
16,0.144388,0.597699,0.944479,0.856988,0.00029117
17,0.129829,0.537983,0.950993,0.849404,0.00028951
18,0.112190,0.718301,0.964950,0.851571,0.00028772
19,0.097297,0.676229,0.967432,0.860238,0.00028579
20,0.075264,1.065966,0.974256,0.855905,0.00028373
21,0.064006,0.995577,0.981855,0.858072,0.00028154
22,0.070610,0.970794,0.981079,0.855905,0.00027922
23,0.054907,1.234522,0.985422,0.861322,0.00027678
24,0.042678,1.042244,0.988058,0.843987,0.00027422
25,0.059836,1.433270,0.985112,0.824485,0.00027153
26,0.063752,1.202218,0.984801,0.865655,0.00026873
27,0.050758,1.412451,0.987128,0.858072,0.00026582
28,0.068089,1.021950,0.982940,0.868906,0.00026280
29,0.042103,1.524799,0.988058,0.853738,0.00025967
30,0.044974,1.253807,0.987748,0.853738,0.00025643
31,0.029119,1.426615,0.992711,0.858072,0.00025310
32,0.042397,1.251854,0.991470,0.874323,0.00024967
33,0.040758,1.241573,0.990540,0.850488,0.00024615
34,0.037836,1.297753,0.990850,0.859155,0.00024253
35,0.027331,1.345178,0.992866,0.865655,0.00023884
36,0.048745,1.442264,0.989299,0.866739,0.00023506
37,0.029720,1.898129,0.992866,0.874323,0.00023121
38,0.040744,2.266655,0.991470,0.864572,0.00022728
39,0.031892,1.602579,0.992401,0.868906,0.00022329
