subject,val_acc,val_auc,test_acc,test_auc
1,0.7805405405405406,0.8219734238054848,0.7506760411032991,0.7676759634831775
2,0.6032432432432432,0.628975468975469,0.6149269875608437,0.6306409057110647
3,0.8324324324324325,0.786141935483871,0.8290968090859925,0.768616124225618
