subject,pearson_corr
1,0.07804350055556415
2,0.0068814108411568015
3,0.07005373769922713
4,-0.021131955757493017
5,-0.012599569147240863
6,-0.02345700432564604
7,0.10402812000948128
8,0.045959199898624695
9,0.02807054886930126
10,0.019761294019933165
11,-0.031200266035775102
12,0.026287414249606733
13,0.0320778515618944
14,0.01731548288352137
15,0.08798896741138075
16,0.013219620518494674
17,-0.00020418006858671355
18,0.0061483663817043024
