s_id,pearson_corr
1,0.055994878815116673
2,-0.01018220635354632
3,0.044848755676231485
4,-0.003707115413092822
5,-0.02932195528178807
6,-0.02389405622956305
7,0.06748360903049794
8,0.014861885850725332
9,0.03801840771031659
10,0.027790696474111372
11,-0.04166935401515573
12,0.01769191634422794
13,-0.005162026600465994
14,0.002350521163675824
15,0.043673535009369775
16,-0.0007850478095959884
17,-0.024756563249716555
18,-0.0006699626668467499
