epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.490784,0.442880,0.800124,0.837838,0.00006030
2,0.440085,0.444808,0.840965,0.837838,0.00012030
3,0.436699,0.438748,0.840656,0.837838,0.00018030
4,0.436806,0.436774,0.840501,0.837838,0.00024030
5,0.432334,0.436078,0.840656,0.837838,0.00030000
6,0.427926,0.428664,0.840656,0.837838,0.00029993
7,0.415156,0.410664,0.840501,0.836757,0.00029970
8,0.401829,0.397352,0.840811,0.837838,0.00029934
9,0.388458,0.399388,0.842203,0.830270,0.00029882
10,0.383220,0.397284,0.845142,0.837838,0.00029816
11,0.369170,0.385855,0.842512,0.834595,0.00029735
12,0.362325,0.405603,0.844059,0.842162,0.00029640
13,0.357968,0.380628,0.843595,0.841081,0.00029530
14,0.349464,0.388806,0.849165,0.821622,0.00029406
15,0.347562,0.375834,0.849319,0.844324,0.00029269
16,0.337373,0.401105,0.853342,0.837838,0.00029117
17,0.329150,0.431602,0.855817,0.842162,0.00028951
18,0.323832,0.373550,0.857673,0.832432,0.00028772
19,0.313664,0.380094,0.861231,0.812973,0.00028579
20,0.315272,0.506282,0.861850,0.837838,0.00028373
21,0.316953,0.398593,0.859994,0.841081,0.00028154
22,0.306625,0.432913,0.863552,0.774054,0.00027922
23,0.306924,0.373368,0.867420,0.831351,0.00027678
24,0.293267,0.387853,0.869740,0.838919,0.00027422
25,0.288817,0.383211,0.873144,0.829189,0.00027153
26,0.286869,0.378111,0.875464,0.827027,0.00026873
27,0.275755,0.389197,0.880724,0.832432,0.00026582
28,0.278556,0.381569,0.877475,0.831351,0.00026280
29,0.268220,0.395200,0.881652,0.838919,0.00025967
30,0.268657,0.400689,0.881498,0.828108,0.00025643
31,0.260690,0.405662,0.887995,0.835676,0.00025310
32,0.262766,0.393116,0.888150,0.838919,0.00024967
33,0.253216,0.411523,0.889697,0.836757,0.00024615
34,0.251199,0.456283,0.895885,0.838919,0.00024253
35,0.239358,0.422827,0.896040,0.817297,0.00023884
36,0.237814,0.405621,0.899443,0.822703,0.00023506
37,0.231522,0.401992,0.900681,0.831351,0.00023121
38,0.226906,0.421956,0.903311,0.820541,0.00022728
39,0.222626,0.425442,0.906250,0.838919,0.00022329
40,0.222220,0.426981,0.905631,0.823784,0.00021923
41,0.212145,0.439945,0.910891,0.808649,0.00021511
42,0.211583,0.483677,0.908416,0.778378,0.00021094
43,0.204169,0.440370,0.915842,0.820541,0.00020672
44,0.198332,0.492188,0.915996,0.835676,0.00020245
45,0.196718,0.441989,0.917853,0.791351,0.00019814
46,0.196212,0.464113,0.918162,0.838919,0.00019380
47,0.180888,0.453247,0.928063,0.827027,0.00018942
48,0.183378,0.476313,0.923113,0.825946,0.00018502
49,0.173400,0.491606,0.931931,0.827027,0.00018059
50,0.176514,0.468914,0.932240,0.820541,0.00017615
51,0.156280,0.518885,0.935334,0.825946,0.00017169
52,0.162465,0.517413,0.936108,0.841081,0.00016723
53,0.156644,0.510462,0.936108,0.825946,0.00016277
54,0.155552,0.478557,0.940130,0.817297,0.00015831
55,0.144020,0.523090,0.943379,0.815135,0.00015385
56,0.139024,0.529165,0.943843,0.831351,0.00014941
57,0.128442,0.612997,0.949257,0.846486,0.00014498
58,0.135445,0.534842,0.947556,0.820541,0.00014058
59,0.125400,0.540984,0.952506,0.803243,0.00013620
60,0.121929,0.560580,0.953434,0.810811,0.00013186
61,0.107148,0.623696,0.957766,0.825946,0.00012755
62,0.106701,0.636012,0.957147,0.843243,0.00012328
63,0.106984,0.576680,0.957147,0.818378,0.00011906
64,0.097405,0.597569,0.961634,0.807568,0.00011489
65,0.092070,0.634041,0.963335,0.827027,0.00011077
66,0.089298,0.636037,0.966739,0.825946,0.00010671
67,0.088152,0.654314,0.964882,0.817297,0.00010272
68,0.084840,0.665360,0.967203,0.825946,0.00009879
