subject,val_acc,val_auc,test_acc,test_auc
1,0.86,0.9333210536010315,0.8633333333333333,0.9405486425339367
2,0.86,0.9298765432098766,0.835,0.9164184743954481
3,0.7366666666666667,0.7899773755656109,0.7116666666666667,0.7892027972027973
4,0.8366666666666667,0.8957450727574139,0.815,0.9019885714285714
5,0.8366666666666667,0.9235997080824667,0.8066666666666666,0.8854335768398268
