epoch,train_loss,val_loss,train_acc,val_acc,lr
1,0.680954,0.665281,0.535885,0.625000,0.00006029
2,0.645011,0.643780,0.667464,0.633333,0.00012029
3,0.605329,0.607385,0.686603,0.675000,0.00018029
4,0.524587,0.664686,0.782297,0.725000,0.00024029
5,0.471948,0.452117,0.834928,0.841667,0.00030000
6,0.381963,0.469579,0.867225,0.816667,0.00029993
7,0.370496,0.487751,0.918660,0.858333,0.00029970
8,0.252005,0.395956,0.938995,0.875000,0.00029934
9,0.164166,0.468928,0.958134,0.891667,0.00029882
10,0.127809,0.680394,0.961722,0.866667,0.00029816
11,0.078525,0.540969,0.977273,0.875000,0.00029735
12,0.086640,1.009473,0.983254,0.883333,0.00029640
13,0.029876,0.410838,0.990431,0.916667,0.00029530
14,0.015368,1.032324,0.992823,0.883333,0.00029406
15,0.017459,0.463782,0.994019,0.916667,0.00029269
16,0.054551,0.573312,0.986842,0.916667,0.00029117
17,0.020294,1.010525,0.995215,0.916667,0.00028951
18,0.035511,0.950671,0.989234,0.925000,0.00028772
19,0.117044,1.091571,0.986842,0.916667,0.00028579
20,0.087839,0.662559,0.989234,0.950000,0.00028373
21,0.126944,1.073132,0.979665,0.900000,0.00028154
22,0.019508,0.573162,0.992823,0.916667,0.00027922
23,0.059570,0.940488,0.984450,0.925000,0.00027678
24,0.018306,0.514322,0.994019,0.925000,0.00027422
25,0.021729,1.138732,0.996411,0.900000,0.00027153
26,0.009537,0.873822,0.997608,0.916667,0.00026873
27,0.046187,1.235586,0.989234,0.908333,0.00026582
28,0.189209,0.756037,0.976077,0.925000,0.00026280
29,0.072952,0.607924,0.986842,0.958333,0.00025967
30,0.019091,0.661580,0.995215,0.933333,0.00025643
31,0.015728,0.585512,0.996411,0.933333,0.00025310
32,0.037134,1.067428,0.992823,0.925000,0.00024967
33,0.022830,0.876615,0.997608,0.925000,0.00024615
34,0.011883,0.853386,0.997608,0.950000,0.00024253
35,0.001546,1.176669,0.998804,0.908333,0.00023884
36,0.000001,1.103504,1.000000,0.916667,0.00023506
37,0.000000,1.093103,1.000000,0.916667,0.00023121
38,0.000000,1.094267,1.000000,0.916667,0.00022728
39,0.000000,1.094908,1.000000,0.916667,0.00022329
40,0.000000,1.097970,1.000000,0.916667,0.00021923
41,0.000001,1.098884,1.000000,0.916667,0.00021511
42,0.000000,1.100875,1.000000,0.916667,0.00021094
43,0.000000,1.101263,1.000000,0.916667,0.00020672
44,0.000000,1.100569,1.000000,0.916667,0.00020245
45,0.000000,1.100804,1.000000,0.916667,0.00019814
46,0.000000,1.100689,1.000000,0.916667,0.00019380
47,0.000000,1.101993,1.000000,0.916667,0.00018942
48,0.000000,1.102839,1.000000,0.916667,0.00018502
49,0.000000,1.103010,1.000000,0.916667,0.00018059
50,0.000000,1.101669,1.000000,0.916667,0.00017615
51,0.000000,1.101659,1.000000,0.916667,0.00017169
52,0.000000,1.102115,1.000000,0.916667,0.00016723
53,0.000000,1.102371,1.000000,0.916667,0.00016277
54,0.000000,1.102637,1.000000,0.916667,0.00015831
55,0.000000,1.103463,1.000000,0.916667,0.00015385
56,0.000000,1.103144,1.000000,0.916667,0.00014941
57,0.000000,1.103519,1.000000,0.916667,0.00014498
58,0.000000,1.103945,1.000000,0.916667,0.00014058
